Id,AcceptedAnswerId,Title,Text,AnswerAccepted,Tags
"47832395","47832532","IntelliJ suggests 'replace()' could be replaced by compiled java.util.regex.Pattern construct","One particular IntelliJ IDEA inspection gets triggered when I have code like:

    string1 = string2.replace(string3, string4);

The inspection says:

> 'replace()' could be replaced by compiled java.util.regex.Pattern construct.

And then offers to refactor the code for me, which results in using a constant literal Pattern.

I have this inspection turned on mainly for cases where I'm actually creating a regex dynamically. It can sometimes improve performance if I follow IntelliJ's suggestion. But in the case of `String.replace()` the argument is not a regex. Is it true that following IntelliJ's suggestion in this case would not result in any performance improvement at all, and all it would do is hurt readability?

Is it possible to turn it off for `String.replace()` but keep it on for `String.replaceAll()` and `String.replaceFirst()`? I couldn't see such an option.","The implementation<sup>1</sup> of `String.replace(String, String)` simply delegates to `Pattern.compile(...).matcher(...).replaceAll(...)`.  So I can't imagine a situation where using an explicit `Pattern` in user code would be **less** performant.  (Readability is, of course, a different question.)

I'm not sure it's possible to configure the IntelliJ inspection, but you can suppress it for individual statements, methods, or classes.

<hr>

<sub>1. At least in Oracle's JDK8.</sub>","<java><regex><intellij-idea>"
"47838828","47841320","How Make Conditional Row Connector in Talend?","I have a Talend job where I have a Postgres input component running a row connector into a tFileOutputDelimited control so I can write the results of the database query to a CSV file with a header line. When there are no rows resulting from the query, it still writes the CSV file with just the header line. I'd prefer it did not write the file at all.

How can I put a condition on the row connector, or refactor this flow, so that it does not run the tFileOutputDelimited component when the Postgres query yields 0 rows?","Check the option ""do not generate empty file"" on the tFileOutputDelimited' advanced settings. When there are no rows, the file won't be created.","<talend>"
"47842506","47843479",".Net Standard 2.0 Class Library produces error CS0246","So I am working on a Asp.Net Core 2.0 web application. I am doing some refactoring and wanted to move some classes into a referenced class library. I did some reading and found that .Net Standard is the new way to go about that. 

So I created a new .Net Standard 2.0 Class library then created my class. I was able to compile the code just fine. I referenced the library in my Asp.Net Core 2.0 web app and everything was fine until I tried to use the class. It's just a simple model class no logic just properties. 

When I try to use it I get  error CS0246: The type or namespace name 'LoginRequest' could not be found (are you missing a using directive or an assembly reference?). I have no idea what I am doing wrong. Any help at all would be greatly appreciated. 

Thanks in advance","I have gone through the same flaw. If you are adding a new file in .NET Standard library then you need to restart the Visual Studio to make that file's code come into effect. However, your intelisense will work without any VS restart.

Alternatively, you can add your class to an already existing file.","<.net><asp.net-core><.net-core><.net-standard>"
"47843604","47843605","Most concise way to parse a three-digit number in Haskell (Trifecta)","What is the idiomatic way parse three consecutive digits into a string?

    threeDigits :: Parser Int
    threeDigits = do
        d1 <- digit
        d2 <- digit
        d3 <- digit
        return (digitToInt d1 * 100 + digitToInt d2 * 10 + digitToInt d3)

More generally, how can this scale for N numbers?","Use [`count`](http://hackage.haskell.org/package/base-4.10.1.0/docs/Text-ParserCombinators-ReadP.html#v:count).

    digits :: Int -> Parser Int
    digits n = read <$> count n digit","<parsing><haskell><refactoring><trifecta>"
"47846076","47846324","R + dplyr: most efficient refactoring of Booleans?","I am working on a dataset of 300,000 items with 300 columns. I've been using dplyr for a lot of my dataset manipulation.

I'm importing the data as a CSV file with readr. There are quite a lot of optional boolean fields which are stored in the CSV character format as 'Y', 'N' or """". I currently import those as factors with readr.

I'm then trying to convert them to booleans. Been tri-state, I've done this as follows:

    importedData <- dplyr::mutate(importedData,
        bar <- (foo == 'Y'),
        bar <- dplyr::if_else(
          foo,
          NA,
          bar),
        foo = NULL)
    ...repeated for about 30 fields.
    )
    
    importedData <- dplyr::rename(importedData,
      foo = bar)

Is there a more efficient way to do this? Bonus marks for doing it in a single pass (ie so the variable is replaced in-place without the second rename call and/or so it can be phrased using tidyeval semantics).
","I am assuming that you have a large dataset and want to efficiently use available RAM. Here's something you could do:

    colsOfInterest <- (""var1"", ""var2"", ""var3"")
    
    for(i in colsOfInterest){
        importedData[i] <- ifelse(is.na(importedData[i]),NA,
                                  ifelse(importedData[i] == ""Y"", TRUE, FALSE))
        gc()
    }


The call to `gc()` will ensure that you keep reusing the RAM that is available after each pass over a variable of interest to you. I have found that explicitly calling Garbage Collector is useful when you have RAM constraints. You are also replacing in-place instead of creating a total new set of variables, deleting old ones and renaming new to old variable names.

HTH!!","<r><dplyr>"
"47851123","47851313","Unable to retrieve metadata error on add controller process","I am currently working on a MVC Asp.net 5 project. I am using a code-first design. Here is my TrackerModels file.

    public class TrackerModels : DbContext
    {
        public TrackerModels()
            : base(""name=TrackerModels"")
        {
        }

        public System.Data.Entity.DbSet<ProjectTracker.Models.Project> Projects { get; set; }
    }

    public class Project
    {
        [Key]
        public int Id { get; set; }

        [Display(Name = ""Project"")]
        [Required]
        public string ProjectName { get; set; }
    }

    public class Group
    {
        [Key]
        public int Id { get; set; }

        [Display(Name = ""Group Name"")]
        [Required]
        public string GroupName { get; set; }

        [ForeignKey(""ProjectId"")]
        [Required]
        public virtual Project ProjectId { get; set; }
    }

Here is are my connection strings

    <add name=""DefaultConnection"" connectionString=""Data Source=(LocalDb)\MSSQLLocalDB;AttachDbFilename=|DataDirectory|\aspnet-ProjectTracker-20171207081108.mdf;Initial Catalog=aspnet-ProjectTracker-20171207081108;Integrated Security=True"" providerName=""System.Data.SqlClient"" />
    <add name=""TrackerModels"" connectionString=""data source=(LocalDb)\MSSQLLocalDB;initial catalog=ProjectTracker.Models.TrackerModels;integrated security=True;MultipleActiveResultSets=True;App=EntityFramework"" providerName=""System.Data.SqlClient"" />
  </connectionStrings>

I am trying to make a controller. See below for the settings I am using.

[Add Controller Dialog][1]


But during the auto-generating part is going on I get the following error

[Controller Creation Error][2]

I've been searching around the forum here but I haven't found an exact match to this error. However even similar issues and their corresponding fixes aren't working for me. This includes adding the Key attributes, DbSet, etc.

Any help would be appreciated along with any good sites/resources that may allow to learn why this happened. 

  [1]: https://i.stack.imgur.com/bHAGc.png
  [2]: https://i.stack.imgur.com/Sd5vZ.png","Your foreign key should be an int. Restructure your Group class as follows:

    public class Group
    {
        [Key]
        public int Id { get; set; }

        [Display(Name = ""Group Name"")]
        [Required]
        public string GroupName { get; set; }

        [ForeignKey(""ProjectId"")]
        [Required]
        public int ProjectId { get; set; }

        public virtual Project Project { get; set; }
    }","<c#><asp.net-mvc>"
"47859316","47859510","Python implementation of the 24 game","Below is my attempt to implement the 24 game in Python 2, I tried to follow the requirements specified from leetcode: https://leetcode.com/problems/24-game/description/

My approach is basically check all the permutations of the 4 provided numbers against all the permutations of 3 operations out of 4 (add, subtract, multiply and divide). 

I used `iteratools.product()` to get the permutations of the operations because there could be repeated operations.

I have two questions:

1. I am not sure if the 3 blocks of code inside my inner for loop cover all the cases, if it does, how can I prove that? For instance, I am not sure if I should check `((W op (X op Y) op Z))` or not.
2. I think in the worst case there would be 24 * 64 * 9 = 13824 calculations. Can the number of calculations be reduced? 

----------


    import itertools
    class Solution(object):
        def judgePoint24(self, nums):
            """"""
            :type nums: List[int]
            :rtype: bool
            """"""
            Ops = list(itertools.product([add,sub,mul,div], repeat=3))
            for ns in set(itertools.permutations(nums)):
                for ops in Ops:
                    # W = ns[0], X = ns[1], Y = ns[2], Z = ns[3]

                    # (((W op X) op Y) op Z)
                    result = ops[0](ns[0], ns[1])
                    result = ops[1](result, ns[2])
                    result = ops[2](result, ns[3])
                    if 23.99 < result < 24.01:
                        return True
    
                    # (Z op (Y op (W op X)))
                    result = ops[0](ns[0], ns[1])
                    result = ops[1](ns[2], result)
                    result = ops[2](ns[3], result)
                    if 23.99 < result < 24.01:
                        return True
    
                    # ((W op X) op (Y op Z))
                    result1 = ops[0](ns[0], ns[1])
                    result2 = ops[1](ns[2], ns[3])
                    result = ops[2](result1, result2)
                    if 23.99 < result < 24.01:
                        return True
            return False
    
    def add (a, b):
        return a+b
    def sub (a, b):
        return a-b
    def mul (a, b):
        return a*b
    def div (a, b):
        if b == 0:
            return 0
        return a/float(b)","Here are some general pointers.

1. You don't need to check for `b == 0` when dividing (""You have 4 cards each containing a number from 1 to 9."")
1. You can [cache][1] the result of some computations. This is probably not required in your case, but you should know how to trade off memory vs. time.
1. You can avoid repeated calculations (the expression `ops[0](ns[0], ns[1])` is evaluated three times in every iteration). Get the result once and insert it in further expressions.
1. The last point leads to a more general consieration: each expression can be represented as a [tree][2]. Right now you're brute-forcing all possible trees in an (almost) random order. Is there a way to do it in a ""smarter"" order? Sure! If the first two numbers are `9` and `9`, and you are at `9*9+(x op y)`, then it doesn't matter which operation you pick and what the remaining two numbers are - you will not be able to get down to 24. Try to think of more ""stop conditins"" when you don't need to continue evaluating.


  [1]: https://docs.python.org/dev/library/functools.html#functools.lru_cache
  [2]: https://en.wikipedia.org/wiki/Binary_expression_tree","<python><algorithm><python-2.7><performance><refactoring>"
"47859554","47859996","python manage.py makemigrations gives attributeError: module 'django.views.debug' has no attribute 'TECHNICAL_500_TEMPLATE' error","

I am setting my project as said in 

[this project from github][1]


Steps I took..

Started the project by this command
django-admin startproject theprojectname --extension py,yml,json --name Procfile,README.md,.env.example --template=https://github.com/vintasoftware/django-react-boilerplate/archive/boilerplate-release.zip

then i installed the pip packages

pip install -r requirements-to-freeze.txt
Saved them

pip freeze > requirements.txt

Ran the npm update commands

 npm update --save
 npm update --save-dev

cp goDiary/settings/local.py.example goDiary/settings/local.py
cp .env.example .env
and after that

python manage.py makemigrations

And I have almost same code except that I refactored the name

After `making pip install -r requirements.txt`

And the output when I am making the migrations is this


Are my confs correct?






    (myvenv2) shubhendu@shubhendu-HP-Pavilion-g6-Notebook-PC:/home/goDiary$ python manage.py makemigrations
    Traceback (most recent call last):
      File ""manage.py"", line 27, in <module>
        execute_from_command_line(sys.argv)
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/django/core/management/__init__.py"", line 371, in execute_from_command_line
        utility.execute()
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/django/core/management/__init__.py"", line 347, in execute
        django.setup()
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/django/__init__.py"", line 24, in setup
        apps.populate(settings.INSTALLED_APPS)
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/django/apps/registry.py"", line 89, in populate
        app_config = AppConfig.create(entry)
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/django/apps/config.py"", line 90, in create
        module = import_module(entry)
      File ""/usr/lib/python3.5/importlib/__init__.py"", line 126, in import_module
        return _bootstrap._gcd_import(name[level:], package, level)
      File ""<frozen importlib._bootstrap>"", line 986, in _gcd_import
      File ""<frozen importlib._bootstrap>"", line 969, in _find_and_load
      File ""<frozen importlib._bootstrap>"", line 958, in _find_and_load_unlocked
      File ""<frozen importlib._bootstrap>"", line 673, in _load_unlocked
      File ""<frozen importlib._bootstrap_external>"", line 665, in exec_module
      File ""<frozen importlib._bootstrap>"", line 222, in _call_with_frames_removed
      File ""/home/goDiary/myvenv2/lib/python3.5/site-packages/fixmydjango/__init__.py"", line 22, in <module>
        original_TECHNICAL_500_TEMPLATE = debug.TECHNICAL_500_TEMPLATE
    AttributeError: module 'django.views.debug' has no attribute 'TECHNICAL_500_TEMPLATE'


  [1]: https://github.com/vintasoftware/django-react-boilerplate


This is my

>  manage.py file


    #!/usr/bin/env python
    
    import os
    import sys
    
    from decouple import config
    
    
    if __name__ == ""__main__"":
        settings_module = config('DJANGO_SETTINGS_MODULE', default=None)
    
        if sys.argv[1] == 'test':
            if settings_module:
                print(""Ignoring config('DJANGO_SETTINGS_MODULE') because it's test. ""
                      ""Using 'goDiary.settings.test'"")
            os.environ.setdefault(""DJANGO_SETTINGS_MODULE"", ""goDiary.settings.test"")
        else:
            if settings_module is None:
                print(""Error: no DJANGO_SETTINGS_MODULE found. Will NOT start devserver. ""
                      ""Remember to create .env file at project root. ""
                      ""Check README for more info."")
                sys.exit(1)
            os.environ.setdefault(""DJANGO_SETTINGS_MODULE"", settings_module)
    
        from django.core.management import execute_from_command_line
    
        execute_from_command_line(sys.argv)


> My wsgi.py

    """"""
    WSGI config for goDiary project.
    
    It exposes the WSGI callable as a module-level variable named ``application``.
    
    For more information on this file, see
    https://docs.djangoproject.com/en/1.10/howto/deployment/wsgi/
    """"""
    
    import os
    
    from django.core.wsgi import get_wsgi_application
    
    from whitenoise.django import DjangoWhiteNoise
    
    
    os.environ.setdefault(""DJANGO_SETTINGS_MODULE"", ""config.settings.base"")
    
    application = get_wsgi_application()
    application = DjangoWhiteNoise(application)


","For those who might fall into this same issue, the discussion is happening on the project's github page, at https://github.com/vintasoftware/django-react-boilerplate/issues/166","<python><node.js><django>"
"47859589","47859768","Refactoring to make an Angular component better","I have the following Angular component written in Typescript:

    export class ItemsComponent implements OnInit {

    @Input()
    invoice: Document;

    @Input()
    declaration: Document;

    private invoiceName: string;
    private declarationName: string;

    constructor(private dataService: DataService) {
    }

    ngOnInit(): void {
        this.getInvoiceName(this.invoice);
        this.getDeclarationName(this.declaration);
    }

    getDeclarationName(declaration: Document) {
        this.dataService.getDocumentName(declaration.id)
            .subscribe((name) => this.declarationName = name);
    }

    getInvoiceName(invoice: Document) {
        this.dataService.getDocumentName(invoice.id)
            .subscribe((name) => this.invoiceName = name);
    }

I have two items of the same type but I get them as inputs from different components and then I use them in my html template separately.
What I have right now is fine and works, but I find it too repetitive and it smells to me. 

Do you have any idea how I can refactor it, so that I get just one method like `getDocumentName` for example and I can call it once inside the `onInit` but get the names of my `invoice` and my `declaration` separately? 
","You can do something like this 

    ngOnInit(): void {
        this.getDocumentNames();
    }
    
    getDocumentNames() {
        this.dataService.getDocumentName(this.declaration.id)
            .subscribe((name) => this.declarationName = name);
        this.dataService.getDocumentName(this.invoice.id)
            .subscribe((name) => this.invoiceName = name);
    }

Then on the dataservice level you can do a share to optimize the http calls. 

Or since you want to retrieve multiple names at the same time you can consider changing the dataService to support a method that receives an array of Ids and make only one call on the component ","<angular><typescript><refactoring>"
"47860434","47927172","Can't find collision with JavaFx shape afrer perspective transform","I have a group of rectangles (or polygons) with dynamicly calculated perspective transform (applied via drag'n'drop). The problem is that coordinates of rectangles are not up to date after this transform and I can't find collision with cars centers. [zones][1]

As you can see on image, wrong zones are green because before drag'n'drop rectangles where on top left of imageVeiw.

Here how I'm trying to find collision:

      rectGrpoup.getChildren().forEach(child -> {
            final Predicate<Car> carInZone = car -> {
                final Bounds boundsInLocal = mainController.getImageView().getBoundsInLocal();
                //different image size when detect and display
                Point fixedScalePoint = scaleService.fixScale(new Point(car.getLastCenter()), screenSize, new ScreenSize(boundsInLocal.getHeight(), boundsInLocal.getWidth()));
                //I need help in next line
                return Shape.intersect((Rectangle) child, new Rectangle(fixedScalePoint.getX(), fixedScalePoint.getY(), 10, 10)).getBoundsInLocal().getWidth() != -1;
            };
            
            if (cars.stream().anyMatch(carInZone)) {
              child.setFill(Color.GREEN);
              } else {
              child.setFill(Color.RED);
            }
        });
    
Where child is rectangle (or I can refactor for polygon) from group. 
Child has cordinates before transform, so predicate doesn't work.

[Presentation of program work][2]

p.s. I can provide any code if it help
 


  [1]: https://i.stack.imgur.com/WhWym.jpg
  [2]: https://youtu.be/AUQpFq58mgA","PerspectiveTransform in JavaFX in fact extends class Effect and has nothing similar with real transformations (e.x. Rotate). 

And the main difference is described in jdoc of the class: 
  

> <p>
  Note that this effect does not adjust the coordinates of input events
  or any methods that measure containment on a {@code Node}.
  The results of mouse picking and the containment methods are undefined
  when a {@code Node} has a {@code PerspectiveTransform} effect in place.

This means that changes on your shape are shown visually, but coordinates are not being updated.

Other solutions: 

* Work with really 3D, e.x. - reach same effect with PerspectiveCamera
* Get same effect with real transformations like rotation and zoom ","<java><javafx><javafx-8><perspective>"
"47862672","47862801","Why does my Redux reducer refactor fail?","Here is an example of what I'm attempting to do:

    const setView = state => payload => ({ ...state, view: payload });
    
    const reducers = {
      SET_VIEW: setView
    };
    
    export default (state = initialState, action) => reducers[action.type](state)(action.payload);

Unfortunately, I get the following error:

> Uncaught TypeError: reducers[action.type] is not a function

What exactly am I doing wrong?  `reducers` is an object literal.  ","This is quite an obscure issue actually. The reason is because, per [the Redux documentation on `createStore`](http://redux.js.org/docs/api/createStore.html):

> When a store is created, **Redux dispatches a dummy action** to your reducer to populate the store with the initial state. You are not meant to handle the dummy action directly. Just remember that your reducer should return some kind of initial state if the state given to it as the first argument is undefined, and you're all set.

And this dummy action mentioned by the documentation just so happens to [be this line the source](https://github.com/reactjs/redux/blob/master/src/createStore.js#L261):

    dispatch({ type: ActionTypes.INIT })

Here, `ActionTypes.INIT` is essentially the string `@@redux/INIT` followed by a random string of numbers and periods.

Thus, when you create the store with `createStore`, a dummy action is dispatched to your reducer, **and that action type does not exist in your `reducers` object**, thus you get the error that undefined isn't a function. That's why you *always* have a default case in your reducer. For example, with a switch statement, you always return state as a default case:

    switch(action.type) {
      …
      default:
        return state;
    }

The same principle applies here:

    export default (state = initialState, action) => reducers[action.type] ? reducers[action.type](state)(action.payload) : state;

This checks to see if the reducer actually exists in the `reducers` object. If it does, it calls the reducer. If not, just like in the default case, the state is just returned.","<javascript><ecmascript-6><redux>"
"47865226","47868328","Add custom fields as cart item meta and order item meta in WooCommerce","This is a plugin on how to add add cart item meta & order item meta for my WooComerce order. Initially my code below worked well for input type=text. It returns the label for value and the inputed value. On conversion to type=checkbox the code returns label and value=""on"" for those that are checked. I would like to return the only value names of checked values (ignore the values unchecked). A refactor to help include more checkboxes options would be helpful to reduce written code. Thanks

    <?php
    	global $woocommerce, $product, $post;
    
    		add_action( 'woocommerce_before_add_to_cart_button', 'add_fields_before_add_to_cart' );
    
    		function add_fields_before_add_to_cart( ) {
    			?>
    
    			<div class=""simple-selects"">
    				<div class=""col-md-6"">
    					<h3>Main meals</h3>
    					<p><input type=""checkbox"" name=""mm_chicken_cutlet_bento"" id=""mm_chicken_cutlet_bento""><?php _e( ""Chicken Cutlet Bento"", ""aoim""); ?></p>
    					<p><input type=""checkbox"" name=""mm_roasted_pork_rib_bento"" id=""mm_roasted_pork_rib_bento""><?php _e( ""Roasted Pork Rib Bento"", ""aoim""); ?></p>
    				</div>
    			</div>        
    
    			<?php
    		}
    
    		/**
    		 * Add data to cart item
    		 */
    		add_filter( 'woocommerce_add_cart_item_data', 'add_cart_item_data', 25, 2 );
    		function add_cart_item_data( $cart_item_meta, $product_id ) {
    
    			if ( isset( $_POST ['mm_chicken_cutlet_bento'] ) && isset( $_POST ['mm_roasted_pork_rib_bento'] ) ) {
    				$custom_data  = array() ;
    				$custom_data [ 'mm_chicken_cutlet_bento' ]    = isset( $_POST ['mm_chicken_cutlet_bento'] ) ?  sanitize_text_field ( $_POST ['mm_chicken_cutlet_bento'] ) : """" ;
    				$custom_data [ 'mm_roasted_pork_rib_bento' ] = isset( $_POST ['mm_roasted_pork_rib_bento'] ) ? sanitize_text_field ( $_POST ['mm_roasted_pork_rib_bento'] ): """" ;
    				$cart_item_meta ['custom_data']     = $custom_data ;
    			}
    			
    			return $cart_item_meta;
    		}
    
    		/**
    		 * Display custom data on cart and checkout page.
    		 */
    		add_filter( 'woocommerce_get_item_data', 'get_item_data' , 25, 2 );
    		function get_item_data ( $other_data, $cart_item ) {
    			if ( isset( $cart_item [ 'custom_data' ] ) ) {
    				$custom_data  = $cart_item [ 'custom_data' ];
    					
    				$other_data[] = array( 'name' => 'Chicken Cutlet Bento', 'display'  => $custom_data['mm_chicken_cutlet_bento'] );
    				$other_data[] = array( 'name' => 'Roasted Pork Rib Bento', 'display'  => $custom_data['mm_roasted_pork_rib_bento'] );
    			}
    			
    			return $other_data;
    		}
    
    		/**
    		 * Add order item meta.
    		 */
    		add_action( 'woocommerce_add_order_item_meta', 'add_order_item_meta' , 10, 2);
    		function add_order_item_meta ( $item_id, $values ) {
    			if ( isset( $values [ 'custom_data' ] ) ) {
    				$custom_data  = $values [ 'custom_data' ];
    				wc_add_order_item_meta( $item_id, 'Chicken Cutlet Bento', $custom_data['mm_chicken_cutlet_bento'] );
    				wc_add_order_item_meta( $item_id, 'Roasted Pork Rib Bento', $custom_data['mm_roasted_pork_rib_bento'] );
    			}
    		}
    
    ?>","To get easily the label names of your checkboxes as values and to ""refactor to help include more checkboxes options would be helpful to reduce written code"" I have added a simple function where you will set the key/value pairs for each checkbox you want to display and process…

So I have revisited all your code:

	// HERE set the array of pairs keys/values for your checkboxes
	function custom_checkboxes(){
		return array(
			'mm_chicken_cutlet_bento' 		=> __( ""Chicken Cutlet Bento"", ""aoim""),
			'mm_roasted_pork_rib_bento' 	=> __( ""Roasted Pork Rib Bento"", ""aoim""),
		);
	}

    // Displaying the checkboxes
    add_action( 'woocommerce_before_add_to_cart_button', 'add_fields_before_add_to_cart' );
    function add_fields_before_add_to_cart( ) {
        ?>
        <div class=""simple-selects"">
            <div class=""col-md-6"">
                <h3><?php _e(""Main meals"", ""aoim""); ?></h3>
                <?php foreach( custom_checkboxes() as $key => $value ): ?>
                	<p><input type=""checkbox"" name=""<?php echo $key; ?>"" id=""<?php echo $key; ?>""><?php echo ' ' . $value; ?></p>
                <?php endforeach; ?>
            </div>
        </div>
        <?php
    }


    // Add data to cart item
    add_filter( 'woocommerce_add_cart_item_data', 'add_cart_item_data', 25, 2 );
    function add_cart_item_data( $cart_item_data, $product_id ) {

	    // Set the data for the cart item in cart object
	    $data = array() ;
		foreach( custom_checkboxes() as $key => $value ){
	        if( isset( $_POST[$key] ) )
		        $cart_item_data['custom_data'][$key] = $data[$key] = $value;
		}
		// Add the data to session and generate a unique ID
		if( count($data > 0 ) ){
			$cart_item_data['custom_data']['unique_key'] = md5( microtime().rand() );
		    WC()->session->set( 'custom_data', $data );
		}
		return $cart_item_data;
    }


    // Display custom data on cart and checkout page.
    add_filter( 'woocommerce_get_item_data', 'get_item_data' , 25, 2 );
    function get_item_data ( $cart_data, $cart_item ) {
	    $count = 0;
		if( ! empty( $cart_item['custom_data'] ) )
			foreach( $cart_item['custom_data'] as $key => $value )
				if( $key != 'unique_key' ){
					$count++;
					$cart_data[] = array(
						'name' 	  => __( ""Option"", ""aoim"") . "" $count"",
						'display' => $value
					);
				}

        return $cart_data;
    }

    // Add order item meta.
    add_action( 'woocommerce_add_order_item_meta', 'add_order_item_meta' , 10, 3 );
    function add_order_item_meta ( $item_id, $cart_item, $cart_item_key ) {
        if ( isset( $cart_item[ 'custom_data' ] ) ) {
	        $count = 0;
            foreach( $cart_item[ 'custom_data' ] as $key => $value )
				if( $key != 'unique_key' ){
					$count++;
					wc_add_order_item_meta( $item_id, __( ""Option"", ""aoim"") . "" $count"", $value );
				}
        }
    }

*This code goes in function.php file of your active child theme (or theme) or also in any plugin file.*

Tested and works. 

-----

You will get something like this:

[![enter image description here][1]][1]

I have added ""Option 1"", ""Option 2"" to avoid the repetition… if not you get something like this:

[![enter image description here][2]][2]


  [1]: https://i.stack.imgur.com/xWb59.png
  [2]: https://i.stack.imgur.com/K24in.png","<php><wordpress><woocommerce><cart><custom-fields>"
"47867722","47868399","Using PowerMockito how do I verify a constructor was called, with a specific set of arguments","Note: In anticipation of those that would like to point out the bad design of having code which constructs objects inside it, rather than via dependency injection, or factories, which are easily mocked; I am dealing with writing tests for legacy code, where refactoring the code into a more modern design is not an option.

I have a command method that when it executes will construct three objects in the class MyObjectWrapper, which is dependent on another class MyObject. In the test, both of these classes and the 6 objects are all mocked. Consider the following code:

    @RunWith(PowerMockRunner.class)
    @PrepareForTest(MyCommand.class)
    public class MyCommandTest {
    	
    	@Mock public MyObject objectOne;
    	@Mock public MyObject objectTwo;
    	@Mock public MyObject objectThree;
    
    	@Mock public MyObjectWrapper wrapperOne;
    	@Mock public MyObjectWrapper wrapperTwo;
    	@Mock public MyObjectWrapper wrapperThree;
    	
    	private MyCommand command;
    
    	@Before public void beforeEach() {
    		command = new MyCommand();
    		MockitoAnnotations.initMocks(this);
    		initialiseWrapper(wrapperOne, objectOne, true, false);
    		initialiseWrapper(wrapperTwo, objectTwo, false, false);
    		initialiseWrapper(wrapperThree, objectThree, true, true);
    	}
    	
    	private void initialiseWrapper(MyObjectWrapper wrapperMock, MyObject objMock, boolean option1, boolean option2) {
    		wrapperMock = PowerMockito.mock(MyObjectWrapper.class);
    		PowerMockito.whenNew(MyObjectWrapper.class)
    			.withParameters(MyObject.class, Boolean.class, Boolean.class)
    			.withArguments(objMock, option1, option2)
    			.thenReturn(wrapperMock);
    	}
    	
    	@Test public void testConstructoresCalled() throws Exception {
    		command.execute();
    		
    		VERIFY constructor with arguments: objectOne, true, false
    		VERIFY constructor with arguments: objectTwo, false, false
    		VERIFY constructor with arguments: objectThree, true, true
    	}
    }

I know that I could confirm that the constructor was called 3 times with:

    PowerMockito.verifyNew(MyObjectWrapper.class, times(3));

However I need to confirm that the constructors were called, with the three passed in arguments. Is it possible to do this?","[PowerMockito.html#verifyNew](https://static.javadoc.io/org.powermock/powermock-api-mockito/1.6.3/org/powermock/api/mockito/PowerMockito.html#verifyNew-java.lang.Class-) returns a `ConstructorArgumentsVerification`, so use the returned object, see [`ConstructorArgumentsVerification` javadoc](https://static.javadoc.io/org.powermock/powermock-api-mockito/1.6.3/org/powermock/api/mockito/verification/ConstructorArgumentsVerification.html)","<java><mocking><powermock>"
"47868029","47868346","States in TabStackNavigator?","It seems like TabNavigator doesn't have it's own state. Is there any way to use `state` or `props`? 

I want to show `the number of unread notification` on the Notification TabIcon. 

    export default TabNavigator(
      {
        ...
        Noti: {
          screen: NotificationStackNavigator,
        },
        ...
      },
      {
        navigationOptions: ({ navigation }) => ({
          header: null,
          tabBarIcon: ({ focused }) => {
            const { routeName } = navigation.state;
            let iconName;
            switch (routeName) {
              ...
              case 'Noti':
                iconName = 'ios-notifications';
                break;
              ...
            }
            ...
            if(iconName == 'ios-notifications') {
              return (
                <IconBadge
                  MainElement={
                    <Ionicons
                      name={iconName}
                      size={30}
                      style={{ marginBottom: -3 }}
                      color={focused ? Colors.tabIconSelected : Colors.tabIconDefault}/>
                  }
                  BadgeElement={
                    <Text style={{color:'#FFFFFF'}}>
                        {{this.state.notifications}} // my goal
                    </Text>
                  }
                  IconBadgeStyle={{
                    backgroundColor: '#f64e59',
                    position: 'absolute',
                    right:-10,
                    top:0,
                    }}
                />
              );
            }
            ...

Please let me know if anything is unclear. Thanks in advance","You can pass additional custom props via `screenprops`

    const TabNav = TabNavigator({
      // config
    });
    
    <TabNav
      screenProps={/* this prop will get passed to the screen components as this.props.screenProps */}
    />

The full documentation is [here](https://reactnavigation.org/docs/navigators/tab)","<reactjs><react-native><react-navigation>"
